age,sleep_hours,sleep_quality_score,sleep_quality_category,daily_screen_time_hours,phone_usage_before_sleep_minutes,phone_usage_before_sleep_category,poor_quality_and_short_sleep,high_phone_usage_low_sleep,occupation,gender,stress_category
30,6.81,5.35,moderate,8.2,104,high,0,0,Designer,Male,high
54,8.56,5.67,moderate,8.92,44,medium,0,0,Researcher,Female,high
56,5.13,4.76,poor,9.42,51,medium,1,0,Doctor,Male,high
59,6.37,6.93,moderate,9.24,19,low,0,0,Designer,Other,high
34,5.11,8.2,good,1.25,86,high,0,1,Teacher,Female,low
32,6.09,3.61,poor,9.8,11,low,0,0,Student,Female,high
35,4.29,6.04,moderate,4.42,73,high,0,1,Manager,Male,medium
40,8.38,4.59,poor,8.97,63,high,0,0,Manager,Female,high
47,8.89,4.96,poor,4.97,31,medium,0,0,Teacher,Female,high
51,6.84,6.26,moderate,4.8,61,high,0,0,Designer,Male,medium
21,6.77,10.0,good,1.1,4,low,0,0,Designer,Female,low
20,8.78,8.61,good,1.47,119,high,0,0,Software Engineer,Female,low
24,5.97,6.01,moderate,7.04,43,medium,0,0,Designer,Male,high
35,7.11,4.61,poor,9.44,28,low,0,0,Teacher,Male,high
59,8.19,8.54,good,3.02,32,medium,0,0,Freelancer,Female,low
24,6.53,7.96,good,1.85,86,high,0,0,Researcher,Female,medium
57,5.11,5.65,moderate,2.92,99,high,0,1,Freelancer,Male,high
23,8.06,8.07,good,2.91,12,low,0,0,Student,Female,low
39,5.36,7.79,good,3.64,49,medium,0,0,Student,Female,medium
18,8.22,5.28,moderate,1.85,1,low,0,0,Software Engineer,Male,high
21,8.72,7.06,moderate,3.12,74,high,0,0,Manager,Male,medium
46,6.73,4.83,poor,9.29,27,low,0,0,Teacher,Female,high
38,4.25,4.81,poor,9.01,88,high,1,1,Researcher,Female,high
43,8.78,5.0,moderate,3.85,117,high,0,0,Designer,Female,high
31,8.16,3.48,poor,9.97,99,high,0,0,Doctor,Male,high
26,4.59,5.83,moderate,3.69,17,low,0,0,Student,Male,medium
29,7.15,4.01,poor,7.5,102,high,0,0,Teacher,Male,high
59,5.58,5.45,moderate,6.8,72,high,0,1,Freelancer,Female,high
23,5.65,6.6,moderate,1.58,65,high,0,1,Software Engineer,Male,medium
37,6.9,5.68,moderate,4.08,99,high,0,0,Doctor,Female,high
41,7.56,5.0,moderate,9.56,45,medium,0,0,Manager,Male,high
44,4.06,9.74,good,1.46,16,low,0,0,Teacher,Male,low
55,4.76,8.85,good,2.57,32,medium,0,0,Researcher,Male,low
25,8.51,1.98,poor,9.74,98,high,0,0,Designer,Male,high
18,6.47,7.62,good,1.36,32,medium,0,0,Manager,Female,medium
41,6.46,5.79,moderate,5.02,95,high,0,0,Freelancer,Male,high
24,8.2,3.52,poor,9.27,83,high,0,0,Student,Female,high
36,4.65,4.56,poor,9.49,29,low,1,0,Freelancer,Male,high
39,7.57,3.99,poor,9.81,21,low,0,0,Designer,Male,high
52,6.53,8.25,good,5.33,52,medium,0,0,Software Engineer,Male,medium
47,7.71,6.51,moderate,1.78,88,high,0,0,Student,Male,low
46,7.4,5.0,moderate,7.95,108,high,0,0,Doctor,Male,high
39,7.33,6.84,moderate,7.38,45,medium,0,0,Student,Female,medium
28,8.28,5.27,moderate,6.22,43,medium,0,0,Freelancer,Male,high
37,6.75,5.7,moderate,8.99,74,high,0,0,Designer,Male,high
46,6.04,5.3,moderate,9.2,113,high,0,0,Manager,Female,high
58,4.99,5.51,moderate,7.15,33,medium,0,0,Teacher,Male,high
59,5.72,9.0,good,2.01,27,low,0,0,Freelancer,Female,medium
51,8.35,7.75,good,1.86,34,medium,0,0,Teacher,Male,medium
18,5.69,7.95,good,4.68,67,high,0,1,Teacher,Male,medium
48,8.93,6.23,moderate,3.63,8,low,0,0,Researcher,Female,medium
47,7.04,6.17,moderate,2.2,106,high,0,0,Freelancer,Other,medium
35,8.07,7.25,moderate,6.5,21,low,0,0,Freelancer,Male,high
34,6.47,6.11,moderate,7.15,60,medium,0,0,Freelancer,Male,high
55,7.27,5.03,moderate,7.28,88,high,0,0,Software Engineer,Male,high
31,8.95,8.24,good,2.58,84,high,0,0,Software Engineer,Male,medium
40,6.5,5.8,moderate,3.75,24,low,0,0,Teacher,Female,medium
42,5.32,7.74,good,2.79,104,high,0,1,Doctor,Male,low
32,7.25,5.74,moderate,6.41,80,high,0,0,Designer,Female,high
39,8.6,6.4,moderate,6.1,78,high,0,0,Doctor,Male,medium
20,4.09,6.19,moderate,5.53,40,medium,0,0,Freelancer,Female,high
36,8.96,9.27,good,3.66,6,low,0,0,Freelancer,Female,low
51,6.72,8.43,good,3.13,58,medium,0,0,Researcher,Female,medium
52,8.0,3.72,poor,9.01,95,high,0,0,Teacher,Male,high
18,4.59,7.53,good,1.44,71,high,0,1,Designer,Female,medium
38,5.46,5.61,moderate,6.91,66,high,0,1,Software Engineer,Female,high
46,8.89,7.88,good,1.18,32,medium,0,0,Student,Female,medium
23,5.44,6.67,moderate,2.74,99,high,0,1,Student,Female,low
54,6.06,8.02,good,3.61,80,high,0,0,Designer,Female,low
18,5.4,3.71,poor,8.98,64,high,1,1,Doctor,Female,high
18,6.34,6.21,moderate,2.24,99,high,0,0,Researcher,Male,medium
44,4.8,5.04,moderate,9.44,103,high,0,1,Designer,Female,high
38,6.54,5.25,moderate,8.34,59,medium,0,0,Doctor,Female,high
33,5.49,5.47,moderate,7.11,80,high,0,1,Freelancer,Male,high
57,8.08,6.85,moderate,4.71,57,medium,0,0,Manager,Female,medium
43,5.95,3.89,poor,9.15,43,medium,1,0,Doctor,Other,high
33,7.96,6.74,moderate,5.75,117,high,0,0,Researcher,Male,medium
45,7.21,6.74,moderate,4.34,47,medium,0,0,Student,Male,medium
18,8.58,4.19,poor,6.27,36,medium,0,0,Software Engineer,Male,high
53,8.05,7.6,good,3.09,24,low,0,0,Teacher,Female,medium
27,8.51,9.33,good,3.46,24,low,0,0,Freelancer,Female,low
34,6.63,4.32,poor,9.27,56,medium,0,0,Software Engineer,Female,high
40,8.57,7.05,moderate,8.15,12,low,0,0,Teacher,Female,high
24,4.77,6.09,moderate,5.62,76,high,0,1,Manager,Female,high
24,4.42,6.88,moderate,4.75,11,low,0,0,Student,Male,medium
32,6.63,3.59,poor,8.27,95,high,0,0,Freelancer,Male,high
51,8.13,6.35,moderate,6.14,98,high,0,0,Teacher,Male,high
21,5.06,6.73,moderate,4.74,91,high,0,1,Manager,Male,high
31,8.84,4.17,poor,5.64,107,high,0,0,Freelancer,Female,high
31,4.93,8.14,good,3.09,62,high,0,1,Doctor,Female,medium
33,7.54,6.35,moderate,2.82,119,high,0,0,Designer,Female,medium
24,8.58,3.81,poor,9.9,61,high,0,0,Freelancer,Other,high
49,8.83,4.77,poor,9.73,115,high,0,0,Freelancer,Female,high
36,7.31,8.23,good,4.79,83,high,0,0,Teacher,Female,medium
19,6.87,5.98,moderate,5.64,27,low,0,0,Software Engineer,Male,high
27,4.45,2.73,poor,8.44,54,medium,1,0,Student,Male,high
34,4.1,4.83,poor,7.53,94,high,1,1,Student,Female,high
54,8.93,8.66,good,1.9,87,high,0,0,Freelancer,Male,low
29,5.37,5.66,moderate,4.37,115,high,0,1,Freelancer,Male,high
23,4.36,6.53,moderate,3.25,74,high,0,1,Manager,Female,medium
39,6.69,3.34,poor,9.93,41,medium,0,0,Designer,Male,high
49,5.56,5.19,moderate,7.74,60,medium,0,0,Doctor,Male,high
58,5.79,6.55,moderate,1.43,79,high,0,1,Freelancer,Female,medium
37,5.77,4.5,poor,9.1,37,medium,1,0,Doctor,Female,high
18,5.24,3.65,poor,9.35,80,high,1,1,Researcher,Male,high
23,8.84,6.71,moderate,4.0,108,high,0,0,Student,Male,high
36,5.33,5.57,moderate,6.78,113,high,0,1,Doctor,Other,high
35,6.79,4.21,poor,7.14,107,high,0,0,Freelancer,Male,high
23,5.19,4.94,poor,7.57,4,low,1,0,Freelancer,Female,high
50,7.81,3.7,poor,7.24,83,high,0,0,Manager,Male,high
40,5.15,7.12,moderate,6.04,47,medium,0,0,Designer,Male,high
40,7.07,6.12,moderate,9.58,34,medium,0,0,Student,Male,high
43,8.17,5.19,moderate,5.61,47,medium,0,0,Doctor,Female,high
30,5.36,9.11,good,2.0,106,high,0,1,Teacher,Female,low
24,8.02,10.0,good,1.72,13,low,0,0,Teacher,Male,low
32,4.46,7.69,good,1.17,53,medium,0,0,Manager,Male,low
44,4.58,7.0,moderate,4.85,25,low,0,0,Doctor,Male,medium
43,6.0,7.06,moderate,3.46,117,high,0,0,Teacher,Female,medium
50,6.03,3.63,poor,9.06,108,high,0,0,Designer,Male,high
32,6.58,4.52,poor,8.8,42,medium,0,0,Software Engineer,Male,high
53,4.12,5.01,moderate,8.54,109,high,0,1,Designer,Male,high
44,4.59,5.64,moderate,8.81,41,medium,0,0,Manager,Female,high
22,4.05,5.82,moderate,3.68,87,high,0,1,Designer,Female,medium
19,8.77,6.57,moderate,4.84,94,high,0,0,Doctor,Female,medium
50,5.57,8.13,good,3.81,17,low,0,0,Freelancer,Male,medium
33,7.44,7.27,moderate,1.77,102,high,0,0,Designer,Male,medium
40,7.04,3.99,poor,9.32,54,medium,0,0,Doctor,Male,high
55,7.62,4.95,poor,6.54,49,medium,0,0,Student,Male,high
33,8.41,7.23,moderate,2.19,85,high,0,0,Doctor,Female,medium
31,5.17,7.75,good,2.85,20,low,0,0,Manager,Male,low
46,6.13,7.45,moderate,5.06,33,medium,0,0,Doctor,Male,medium
43,5.64,9.11,good,1.47,88,high,0,1,Student,Female,low
52,4.41,7.24,moderate,3.45,39,medium,0,0,Freelancer,Female,medium
32,4.16,4.65,poor,7.33,118,high,1,1,Software Engineer,Female,high
20,7.82,2.63,poor,9.28,110,high,0,0,Manager,Female,high
40,4.65,4.76,poor,9.36,29,low,1,0,Researcher,Female,high
46,4.08,6.7,moderate,5.68,69,high,0,1,Student,Female,high
51,6.19,6.02,moderate,3.81,116,high,0,0,Doctor,Female,medium
50,5.61,3.22,poor,9.29,108,high,1,1,Manager,Male,high
58,4.33,5.19,moderate,8.08,24,low,0,0,Teacher,Male,high
58,4.26,6.07,moderate,6.28,68,high,0,1,Doctor,Female,high
40,8.57,5.19,moderate,8.51,28,low,0,0,Student,Female,high
24,8.7,5.18,moderate,5.13,85,high,0,0,Researcher,Female,high
20,6.41,8.97,good,2.01,66,high,0,0,Researcher,Female,low
49,8.24,3.74,poor,9.44,56,medium,0,0,Doctor,Male,high
48,8.0,7.58,good,5.81,46,medium,0,0,Freelancer,Female,medium
35,6.9,3.62,poor,7.26,93,high,0,0,Student,Other,high
24,7.75,8.35,good,4.53,87,high,0,0,Designer,Female,high
58,8.65,8.44,good,2.22,104,high,0,0,Software Engineer,Male,medium
18,6.83,6.89,moderate,3.45,16,low,0,0,Software Engineer,Male,low
31,6.56,8.54,good,1.39,48,medium,0,0,Researcher,Female,medium
49,4.02,7.38,moderate,1.79,108,high,0,1,Manager,Male,medium
23,6.71,7.05,moderate,2.84,49,medium,0,0,Student,Male,medium
56,8.09,6.9,moderate,6.05,83,high,0,0,Researcher,Female,medium
27,7.81,4.41,poor,9.94,89,high,0,0,Software Engineer,Male,high
24,7.23,6.59,moderate,8.59,4,low,0,0,Teacher,Female,high
43,4.12,9.8,good,1.77,12,low,0,0,Manager,Female,low
51,8.63,4.07,poor,8.58,62,high,0,0,Teacher,Female,high
47,6.15,6.82,moderate,5.83,38,medium,0,0,Software Engineer,Female,medium
53,6.86,5.95,moderate,6.94,67,high,0,0,Student,Female,high
38,5.99,7.12,moderate,2.17,44,medium,0,0,Manager,Female,medium
34,5.74,7.01,moderate,4.56,16,low,0,0,Teacher,Female,medium
50,6.55,4.21,poor,8.96,103,high,0,0,Freelancer,Female,high
27,6.47,5.31,moderate,4.83,58,medium,0,0,Software Engineer,Male,high
59,5.78,7.51,good,2.14,98,high,0,1,Doctor,Female,low
29,8.02,6.44,moderate,3.8,94,high,0,0,Teacher,Male,medium
33,4.25,5.72,moderate,2.99,79,high,0,1,Designer,Male,high
58,4.59,5.57,moderate,7.18,97,high,0,1,Manager,Male,high
49,4.41,6.25,moderate,9.2,58,medium,0,0,Teacher,Female,high
32,6.82,4.35,poor,7.6,95,high,0,0,Manager,Male,high
44,6.06,3.6,poor,8.59,96,high,0,0,Software Engineer,Female,high
45,6.26,5.93,moderate,8.25,7,low,0,0,Researcher,Female,high
34,6.88,9.53,good,1.13,29,low,0,0,Software Engineer,Male,low
19,5.62,7.77,good,2.12,2,low,0,0,Manager,Female,low
53,4.92,7.95,good,4.81,16,low,0,0,Software Engineer,Male,medium
24,5.53,8.23,good,2.01,50,medium,0,0,Student,Female,low
30,8.97,4.14,poor,7.61,23,low,0,0,Manager,Female,high
32,8.76,7.35,moderate,1.63,79,high,0,0,Student,Male,low
42,8.78,6.57,moderate,4.75,63,high,0,0,Manager,Other,high
40,4.14,5.94,moderate,4.53,83,high,0,1,Doctor,Female,medium
39,4.45,6.09,moderate,5.89,73,high,0,1,Doctor,Female,high
43,4.23,4.71,poor,6.66,118,high,1,1,Teacher,Female,high
50,8.08,3.11,poor,9.52,87,high,0,0,Software Engineer,Female,high
28,8.96,7.95,good,3.44,110,high,0,0,Researcher,Male,low
27,6.71,3.74,poor,6.99,70,high,0,0,Doctor,Male,high
42,7.5,6.78,moderate,1.32,111,high,0,0,Software Engineer,Female,low
54,5.76,9.64,good,1.01,48,medium,0,0,Teacher,Female,low
55,7.83,9.68,good,1.23,19,low,0,0,Student,Male,low
58,7.28,6.17,moderate,5.04,76,high,0,0,Doctor,Other,medium
41,8.0,8.07,good,6.0,28,low,0,0,Researcher,Male,medium
57,6.5,8.52,good,1.06,9,low,0,0,Designer,Male,low
50,4.97,8.35,good,4.57,8,low,0,0,Researcher,Male,medium
34,6.38,6.72,moderate,1.37,70,high,0,0,Designer,Female,medium
41,5.56,4.61,poor,6.88,107,high,1,1,Designer,Female,high
54,7.47,5.99,moderate,6.68,62,high,0,0,Freelancer,Male,high
19,4.68,5.98,moderate,8.06,32,medium,0,0,Designer,Female,high
49,5.66,6.14,moderate,5.92,23,low,0,0,Designer,Male,medium
41,4.03,4.19,poor,6.61,79,high,1,1,Designer,Female,high
26,8.08,9.53,good,3.51,31,medium,0,0,Designer,Male,low
21,6.03,9.04,good,1.77,3,low,0,0,Doctor,Female,low
34,7.88,4.16,poor,7.64,61,high,0,0,Designer,Female,high
34,4.49,4.93,poor,6.51,77,high,1,1,Researcher,Female,high
47,4.97,4.23,poor,9.44,118,high,1,1,Manager,Male,high
57,8.25,4.72,poor,9.9,92,high,0,0,Manager,Male,high
28,6.98,4.73,poor,8.63,21,low,0,0,Designer,Female,high
38,4.03,6.69,moderate,9.87,22,low,0,0,Freelancer,Female,high
38,8.53,4.58,poor,6.83,89,high,0,0,Teacher,Female,high
35,8.92,8.07,good,1.83,25,low,0,0,Doctor,Female,low
46,7.31,7.55,good,1.81,48,medium,0,0,Researcher,Other,medium
41,7.64,4.32,poor,8.26,43,medium,0,0,Manager,Male,high
27,4.67,6.89,moderate,3.13,110,high,0,1,Researcher,Male,medium
34,7.83,8.34,good,1.55,21,low,0,0,Teacher,Male,low
35,4.49,4.65,poor,5.25,107,high,1,1,Software Engineer,Male,high
59,8.45,6.54,moderate,3.83,66,high,0,0,Designer,Female,medium
37,6.52,7.09,moderate,6.29,41,medium,0,0,Researcher,Female,medium
54,4.71,3.96,poor,6.4,51,medium,1,0,Student,Male,high
35,4.44,6.77,moderate,7.13,16,low,0,0,Researcher,Female,high
34,6.2,5.74,moderate,6.19,13,low,0,0,Freelancer,Female,high
26,4.03,8.13,good,4.43,63,high,0,1,Researcher,Female,medium
31,8.81,10.0,good,1.21,44,medium,0,0,Freelancer,Male,low
46,4.85,4.1,poor,9.15,63,high,1,1,Freelancer,Female,high
48,6.1,9.27,good,3.94,29,low,0,0,Designer,Male,low
21,7.03,6.26,moderate,5.56,12,low,0,0,Researcher,Female,medium
35,7.37,5.29,moderate,6.01,25,low,0,0,Designer,Female,high
37,6.82,4.7,poor,3.83,103,high,0,0,Teacher,Male,high
26,4.89,6.06,moderate,3.78,31,medium,0,0,Freelancer,Male,medium
30,6.36,7.6,good,3.35,45,medium,0,0,Freelancer,Female,medium
32,5.61,5.63,moderate,3.19,97,high,0,1,Freelancer,Male,high
44,4.45,10.0,good,1.27,50,medium,0,0,Software Engineer,Male,low
32,5.94,3.24,poor,9.62,86,high,1,1,Teacher,Female,high
45,7.04,5.51,moderate,6.36,33,medium,0,0,Doctor,Male,high
54,4.51,6.68,moderate,1.97,107,high,0,1,Freelancer,Male,low
36,4.82,5.36,moderate,6.33,115,high,0,1,Software Engineer,Female,high
43,4.43,7.75,good,3.09,75,high,0,1,Researcher,Male,medium
43,4.01,7.66,good,3.8,86,high,0,1,Manager,Male,medium
42,8.68,5.72,moderate,8.21,27,low,0,0,Software Engineer,Female,high
43,8.19,6.56,moderate,8.97,18,low,0,0,Researcher,Male,high
43,5.16,5.61,moderate,7.3,47,medium,0,0,Software Engineer,Female,high
45,6.89,3.92,poor,9.39,97,high,0,0,Teacher,Other,high
35,8.01,4.66,poor,9.15,71,high,0,0,Designer,Female,high
49,5.83,6.38,moderate,5.96,33,medium,0,0,Designer,Male,medium
20,7.7,3.69,poor,9.17,105,high,0,0,Designer,Male,high
19,8.34,6.0,moderate,5.9,15,low,0,0,Researcher,Female,high
50,6.49,6.42,moderate,1.94,70,high,0,0,Researcher,Female,medium
59,8.44,6.56,moderate,8.47,26,low,0,0,Researcher,Female,high
36,5.05,7.89,good,2.18,50,medium,0,0,Designer,Female,low
34,8.51,5.87,moderate,3.84,83,high,0,0,Designer,Male,high
50,8.03,7.21,moderate,4.42,53,medium,0,0,Doctor,Male,medium
29,8.2,5.54,moderate,8.27,98,high,0,0,Student,Female,high
20,4.02,9.67,good,1.75,16,low,0,0,Manager,Female,low
43,7.32,6.94,moderate,5.0,91,high,0,0,Software Engineer,Male,medium
52,6.0,5.36,moderate,4.93,71,high,0,0,Student,Female,high
25,7.02,4.91,poor,6.24,67,high,0,0,Doctor,Male,high
53,4.42,5.77,moderate,4.18,96,high,0,1,Freelancer,Female,high
24,5.18,5.5,moderate,6.19,113,high,0,1,Freelancer,Male,high
53,5.76,4.21,poor,9.87,85,high,1,1,Designer,Female,high
33,7.59,7.69,good,1.64,94,high,0,0,Freelancer,Female,low
41,6.76,6.95,moderate,8.87,0,low,0,0,Doctor,Female,high
18,4.07,6.49,moderate,3.78,104,high,0,1,Manager,Other,medium
42,5.67,8.11,good,5.19,13,low,0,0,Manager,Male,low
27,8.7,4.2,poor,7.67,6,low,0,0,Doctor,Female,high
33,4.9,4.91,poor,9.19,63,high,1,1,Freelancer,Female,high
33,5.18,10.0,good,1.08,71,high,0,1,Student,Female,low
25,5.54,6.68,moderate,6.96,7,low,0,0,Software Engineer,Female,high
46,5.34,8.26,good,1.63,53,medium,0,0,Teacher,Male,low
56,4.61,6.99,moderate,5.73,23,low,0,0,Teacher,Female,medium
45,5.56,5.33,moderate,7.75,54,medium,0,0,Manager,Male,high
23,6.7,7.65,good,2.53,0,low,0,0,Software Engineer,Male,medium
33,7.38,4.76,poor,7.87,98,high,0,0,Designer,Male,high
37,7.21,5.92,moderate,3.79,104,high,0,0,Doctor,Male,medium
33,4.81,5.42,moderate,6.49,71,high,0,1,Freelancer,Male,high
24,7.07,4.72,poor,6.92,68,high,0,0,Designer,Male,high
58,5.79,6.77,moderate,6.84,31,medium,0,0,Manager,Male,high
31,8.11,8.06,good,1.17,0,low,0,0,Researcher,Male,low
43,5.81,7.36,moderate,2.37,65,high,0,1,Doctor,Male,medium
43,8.88,6.07,moderate,8.71,41,medium,0,0,Teacher,Female,high
31,7.07,4.5,poor,9.46,109,high,0,0,Researcher,Female,high
24,6.14,5.48,moderate,6.07,78,high,0,0,Manager,Female,high
50,6.52,3.25,poor,6.37,105,high,0,0,Manager,Female,high
43,4.88,7.46,moderate,7.8,8,low,0,0,Software Engineer,Male,high
37,7.4,6.17,moderate,4.65,75,high,0,0,Student,Male,medium
20,8.82,6.32,moderate,3.95,73,high,0,0,Manager,Male,medium
21,6.57,5.86,moderate,7.91,23,low,0,0,Student,Female,high
43,8.96,7.87,good,1.25,104,high,0,0,Software Engineer,Female,low
28,4.75,3.4,poor,8.97,113,high,1,1,Manager,Male,high
19,7.19,7.31,moderate,4.97,18,low,0,0,Researcher,Male,low
31,7.39,6.73,moderate,5.54,50,medium,0,0,Freelancer,Female,high
47,5.56,4.07,poor,6.71,80,high,1,1,Manager,Male,high
29,5.76,7.65,good,3.47,1,low,0,0,Researcher,Female,low
43,8.73,7.41,moderate,6.38,9,low,0,0,Researcher,Female,medium
50,7.06,6.57,moderate,7.24,68,high,0,0,Teacher,Female,high
30,7.91,8.24,good,2.06,102,high,0,0,Doctor,Female,low
31,7.63,6.46,moderate,5.68,5,low,0,0,Researcher,Male,medium
41,7.05,7.81,good,3.96,61,high,0,0,Freelancer,Female,medium
51,4.24,5.2,moderate,6.02,65,high,0,1,Student,Female,high
43,7.31,8.82,good,1.19,7,low,0,0,Teacher,Female,low
38,5.72,4.02,poor,7.68,67,high,1,1,Freelancer,Female,high
45,6.35,7.52,good,2.52,58,medium,0,0,Manager,Female,medium
53,8.26,5.08,moderate,7.2,49,medium,0,0,Software Engineer,Female,high
57,8.84,5.61,moderate,7.92,94,high,0,0,Designer,Male,high
19,7.47,4.3,poor,7.77,35,medium,0,0,Teacher,Male,high
59,5.16,6.37,moderate,8.36,7,low,0,0,Teacher,Male,high
26,5.59,8.17,good,3.77,94,high,0,1,Designer,Female,medium
40,4.69,4.61,poor,9.7,16,low,1,0,Manager,Female,high
32,6.9,9.95,good,1.21,58,medium,0,0,Teacher,Male,low
30,8.65,4.06,poor,5.33,109,high,0,0,Student,Male,high
40,8.05,7.89,good,3.43,103,high,0,0,Manager,Female,low
34,6.72,3.74,poor,7.66,77,high,0,0,Researcher,Male,high
19,8.71,5.83,moderate,8.25,7,low,0,0,Student,Male,high
37,8.48,3.06,poor,8.4,88,high,0,0,Student,Male,high
37,5.81,7.36,moderate,3.67,77,high,0,1,Teacher,Male,medium
20,6.75,8.85,good,3.47,86,high,0,0,Researcher,Female,low
29,5.48,5.28,moderate,7.09,42,medium,0,0,Manager,Male,high
57,4.04,2.15,poor,9.35,104,high,1,1,Researcher,Female,high
19,6.26,6.94,moderate,3.29,62,high,0,0,Teacher,Female,medium
53,7.75,4.97,poor,9.2,80,high,0,0,Teacher,Male,high
31,7.17,5.4,moderate,6.32,112,high,0,0,Manager,Male,high
33,8.63,8.94,good,7.64,11,low,0,0,Manager,Female,medium
36,7.43,6.16,moderate,4.96,83,high,0,0,Manager,Female,medium
51,4.71,5.63,moderate,8.26,97,high,0,1,Freelancer,Male,high
23,5.33,2.41,poor,9.73,55,medium,1,0,Manager,Male,high
30,4.63,9.61,good,2.54,48,medium,0,0,Software Engineer,Male,low
53,7.97,6.88,moderate,4.47,51,medium,0,0,Manager,Female,medium
39,8.75,5.37,moderate,8.76,10,low,0,0,Designer,Male,high
35,5.13,6.66,moderate,2.59,26,low,0,0,Manager,Female,medium
29,7.83,6.0,moderate,4.72,61,high,0,0,Teacher,Male,high
47,6.19,8.34,good,2.5,8,low,0,0,Designer,Female,low
57,5.78,5.74,moderate,6.84,81,high,0,1,Freelancer,Male,high
24,8.93,6.62,moderate,3.14,101,high,0,0,Doctor,Female,medium
49,5.73,9.4,good,4.43,35,medium,0,0,Student,Male,low
36,7.31,4.64,poor,5.42,45,medium,0,0,Software Engineer,Male,high
23,7.56,7.16,moderate,3.67,91,high,0,0,Designer,Female,low
37,7.87,2.49,poor,7.12,83,high,0,0,Freelancer,Female,high
44,8.31,6.98,moderate,2.0,117,high,0,0,Student,Female,low
54,6.83,4.25,poor,8.92,105,high,0,0,Researcher,Female,high
24,7.02,6.59,moderate,5.33,28,low,0,0,Software Engineer,Male,medium
22,7.56,7.23,moderate,6.16,67,high,0,0,Manager,Female,medium
28,4.74,6.12,moderate,6.6,78,high,0,1,Researcher,Male,high
32,5.0,8.98,good,1.54,40,medium,0,0,Freelancer,Male,low
20,7.82,4.66,poor,7.81,107,high,0,0,Student,Female,high
22,4.67,4.14,poor,9.51,27,low,1,0,Freelancer,Female,high
40,7.44,5.86,moderate,5.68,63,high,0,0,Teacher,Female,high
54,4.16,8.26,good,4.52,103,high,0,1,Teacher,Female,medium
26,5.69,5.33,moderate,8.06,23,low,0,0,Manager,Other,high
32,7.31,3.52,poor,7.48,100,high,0,0,Student,Male,high
20,7.53,7.86,good,6.86,15,low,0,0,Manager,Other,high
46,7.15,5.83,moderate,9.69,21,low,0,0,Manager,Female,high
23,6.21,5.97,moderate,6.24,46,medium,0,0,Software Engineer,Female,high
34,5.27,7.11,moderate,3.24,16,low,0,0,Student,Female,low
43,7.07,10.0,good,1.22,0,low,0,0,Doctor,Female,low
38,4.92,6.6,moderate,5.08,30,medium,0,0,Manager,Female,medium
25,4.3,5.79,moderate,6.87,88,high,0,1,Software Engineer,Male,high
38,4.1,9.54,good,2.55,11,low,0,0,Software Engineer,Female,low
28,5.34,8.99,good,1.23,19,low,0,0,Student,Male,low
55,4.15,6.04,moderate,9.18,18,low,0,0,Designer,Male,high
25,5.25,7.79,good,3.72,4,low,0,0,Freelancer,Male,low
59,5.45,6.5,moderate,5.19,14,low,0,0,Manager,Male,high
41,5.72,5.78,moderate,1.82,104,high,0,1,Manager,Male,medium
52,7.57,8.38,good,4.43,24,low,0,0,Student,Male,medium
31,6.21,6.6,moderate,4.81,34,medium,0,0,Designer,Female,medium
31,8.93,3.78,poor,9.12,107,high,0,0,Software Engineer,Male,high
27,8.74,4.96,poor,8.79,54,medium,0,0,Researcher,Male,high
29,8.91,7.82,good,2.7,62,high,0,0,Freelancer,Male,medium
55,6.06,4.7,poor,6.0,114,high,0,0,Teacher,Female,high
51,4.22,4.99,poor,7.58,46,medium,1,0,Manager,Male,high
58,8.3,7.17,moderate,3.63,66,high,0,0,Teacher,Male,medium
27,6.17,3.4,poor,4.55,115,high,0,0,Freelancer,Male,high
34,7.21,1.43,poor,9.86,81,high,0,0,Manager,Male,high
34,8.22,5.73,moderate,7.84,63,high,0,0,Freelancer,Female,high
20,7.04,8.74,good,4.93,21,low,0,0,Student,Male,medium
48,7.68,6.35,moderate,5.81,79,high,0,0,Manager,Male,medium
18,5.24,6.99,moderate,6.63,78,high,0,1,Designer,Male,medium
29,4.98,6.83,moderate,5.49,68,high,0,1,Manager,Female,high
56,6.78,6.34,moderate,4.7,105,high,0,0,Student,Female,high
21,7.19,4.86,poor,4.23,105,high,0,0,Freelancer,Male,medium
59,8.36,7.79,good,2.52,76,high,0,0,Doctor,Male,low
30,8.11,2.48,poor,9.76,113,high,0,0,Student,Male,high
51,8.95,6.22,moderate,1.82,91,high,0,0,Student,Female,high
59,8.83,6.21,moderate,6.41,73,high,0,0,Researcher,Male,high
38,7.12,4.09,poor,9.64,79,high,0,0,Researcher,Female,high
39,6.52,8.07,good,4.37,1,low,0,0,Student,Male,medium
21,7.8,6.2,moderate,3.27,113,high,0,0,Student,Male,medium
35,5.31,5.23,moderate,9.6,99,high,0,1,Designer,Male,high
22,5.76,4.7,poor,8.22,114,high,1,1,Manager,Male,high
36,7.84,5.47,moderate,6.9,24,low,0,0,Designer,Male,high
19,8.75,5.68,moderate,6.51,60,medium,0,0,Designer,Male,high
29,8.48,6.32,moderate,4.24,4,low,0,0,Doctor,Female,medium
34,4.36,4.94,poor,6.77,27,low,1,0,Doctor,Male,high
27,5.16,4.4,poor,7.53,80,high,1,1,Manager,Female,high
51,5.37,8.46,good,1.29,65,high,0,1,Manager,Female,medium
